column_name,proper_column_name,description,source_question,responses,dependent_variable,model_type,prefix_group,notes,flag_threshold_positive,flag_threshold_negative,score_high_means,is_subgroup_only,complementary_field,aggregation_guidance
hs_partisanship_moderate_third_party_support,Partisanship Moderate Third Party Support,Third Party: Respondents who said ‘agree’ vs those who said ‘disagree’ or ‘unsure’,Some people feel that the Democratic and Republican parties have become too extreme and there is a need for a new moderate party. Do you agree there should be a moderate third party?,"Agree, Disagree or Unsure",Respondents who said ‘agree’ vs those who said ‘disagree’ or ‘unsure’,score (0–100),hs_,Postive_FLAG: 20%,20%,,higher score = more likely to hold the stated/positive position,no,hs_partisanship_moderate_third_party_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_partisanship_moderate_third_party_oppose,Partisanship Moderate Third Party Oppose,Third Party: Respondents who said ‘disagree’ vs those who said ‘agree’ or ‘unsure’,Some people feel that the Democratic and Republican parties have become too extreme and there is a need for a new moderate party. Do you agree there should be a moderate third party?,"Agree, Disagree or Unsure",Respondents who said ‘disagree’ vs those who said ‘agree’ or ‘unsure’,score (0–100),hs_,Negative_FLAG: 10%,,10%,higher score = more likely to hold the opposing/negative position,no,hs_partisanship_moderate_third_party_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ticket_splitter_yes,Ticket Splitter Yes,"Ticket Splitting: Respondents who said 'Non Partisan’ or “Yes, Split Tickets’' vs. those who said 'No','Unsure'",Combined with Non Partisan Party answers along with Dem and GOP respondents who say they sometimes vote for the other party,,"Respondents who said 'Non Partisan’ or “Yes, Split Tickets’' vs. those who said 'No','Unsure'",score (0–100),hs_,FLAG: 25%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ticket_splitter_no,Ticket Splitter No,"Ticket Splitting: Respondents who said 'no' vs. those who said ‘Non Partisan’ or 'Yes, Unsure ‘",Combined with Non Partisan Party answers along with Dem and GOP respondents who say they sometimes vote for the other party,,"Respondents who said 'no' vs. those who said ‘Non Partisan’ or 'Yes, Unsure ‘",score (0–100),hs_,*Note: this score limited to likely Democratic voters only; FLAG: 20%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ticket_splitter_dem_yes,Ticket Splitter Dem Yes,"Ticket Splitting Dem: Respondents who said 'Yes' vs. those who said 'No,Unsure’",Would you ever or have you ever voted for a Republican for any office?,"Yes, No, Unsure","Respondents who said 'Yes' vs. those who said 'No,Unsure’",score (0–100),hs_,FLAG: 15%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ticket_splitter_dem_no,Ticket Splitter Dem No,"Ticket Splitting Dem: Respondents who said 'No’ vs those who said ‘Yes,Unsure’",Would you ever or have you ever voted for a Republican for any office?,"Yes, No, Unsure","Respondents who said 'No’ vs those who said ‘Yes,Unsure’",score (0–100),hs_,*Note: this score limited to likely Republican voters only; FLAG: 20%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ticket_splitter_gop_yes,Ticket Splitter Gop Yes,"Ticket Splitting Gop: Respondents who said 'Yes' vs. those who said 'No,Unsure’",Would you ever or have you ever voted for a Democrat for any office?,"Yes, No, Unsure","Respondents who said 'Yes' vs. those who said 'No,Unsure’",score (0–100),hs_,*Note: This score was limited to likely Republicans; FLAG: 15%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ticket_splitter_gop_no,Ticket Splitter Gop No,"Ticket Splitting Gop: Respondents who said 'No’ vs those who said ‘Yes,Unsure’",Would you ever or have you ever voted for a Democrat for any office?,"Yes, No, Unsure","Respondents who said 'No’ vs those who said ‘Yes,Unsure’",score (0–100),hs_,*Note: This score was limited to likely Republicans; FLAG: 20%,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_tobacco_tax_support,Tobacco Tax Support,"Tobacco Tax: Respondents who said ‘yes’ vs. those who said ‘no’,’unsure’","Would you support increasing the tax on vaping products, cigarettes and other tobacco products?","Yes, No, Unsure","Respondents who said ‘yes’ vs. those who said ‘no’,’unsure’",score (0–100),hs_,Postive_FLAG: 20 %,20 %,,higher score = more likely to hold the stated/positive position,no,hs_tobacco_tax_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_tobacco_tax_oppose,Tobacco Tax Oppose,"Tobacco Tax: Respondents who said ‘no’ vs. those who said ‘yes’,’unsure’","Would you support increasing the tax on vaping products, cigarettes and other tobacco products?","Yes, No, Unsure","Respondents who said ‘no’ vs. those who said ‘yes’,’unsure’",score (0–100),hs_,Negative_FLAG: 15%,,15%,higher score = more likely to hold the opposing/negative position,no,hs_tobacco_tax_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_tv_viewer_tv_viewer_watch_paid_streaming,Tv Viewer Tv Viewer Watch Paid Streaming,TV Viewing,"broadcast, cable and satellite TV or Paid streaming services such as Netflix, Hulu, and Disney+ or free platforms like Youtube, TikTok and Twitch or do you typically not watch TV?","Broadcast/Cable/Satellite TV, Paid Streaming Services, Free Platforms, Usually Don’t Watch",,score (0–100),hs_,,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
